table_catalog,table_schema,table_name,column_name,field_path,data_type,description,collation_name,rounding_mode
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.promotionActionInfo,"STRUCT<promoIsView BOOL, promoIsClick BOOL>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.promotionActionInfo.promoIsView,BOOL,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.promotionActionInfo.promoIsClick,BOOL,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.refund,"STRUCT<refundAmount INT64, localRefundAmount INT64>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.refund.refundAmount,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.refund.localRefundAmount,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.eCommerceAction,"STRUCT<action_type STRING, step INT64, option STRING>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.eCommerceAction.action_type,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.eCommerceAction.step,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.eCommerceAction.option,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.experiment,"ARRAY<STRUCT<experimentId STRING, experimentVariant STRING>>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.experiment.experimentId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.experiment.experimentVariant,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher,"STRUCT<dfpClicks INT64, dfpImpressions INT64, dfpMatchedQueries INT64, dfpMeasurableImpressions INT64, dfpQueries INT64, dfpRevenueCpm INT64, dfpRevenueCpc INT64, dfpViewableImpressions INT64, dfpPagesViewed INT64, adsenseBackfillDfpClicks INT64, adsenseBackfillDfpImpressions INT64, adsenseBackfillDfpMatchedQueries INT64, adsenseBackfillDfpMeasurableImpressions INT64, adsenseBackfillDfpQueries INT64, adsenseBackfillDfpRevenueCpm INT64, adsenseBackfillDfpRevenueCpc INT64, adsenseBackfillDfpViewableImpressions INT64, adsenseBackfillDfpPagesViewed INT64, adxBackfillDfpClicks INT64, adxBackfillDfpImpressions INT64, adxBackfillDfpMatchedQueries INT64, adxBackfillDfpMeasurableImpressions INT64, adxBackfillDfpQueries INT64, adxBackfillDfpRevenueCpm INT64, adxBackfillDfpRevenueCpc INT64, adxBackfillDfpViewableImpressions INT64, adxBackfillDfpPagesViewed INT64, adxClicks INT64, adxImpressions INT64, adxMatchedQueries INT64, adxMeasurableImpressions INT64, adxQueries INT64, adxRevenue INT64, adxViewableImpressions INT64, adxPagesViewed INT64, adsViewed INT64, adsUnitsViewed INT64, adsUnitsMatched INT64, viewableAdsViewed INT64, measurableAdsViewed INT64, adsPagesViewed INT64, adsClicked INT64, adsRevenue INT64, dfpAdGroup STRING, dfpAdUnits STRING, dfpNetworkId STRING>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsenseBackfillDfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxBackfillDfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxRevenue,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adxPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsUnitsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsUnitsMatched,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.viewableAdsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.measurableAdsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsClicked,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.adsRevenue,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpAdGroup,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpAdUnits,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher.dfpNetworkId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customVariables,"ARRAY<STRUCT<index INT64, customVarName STRING, customVarValue STRING>>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customVariables.index,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customVariables.customVarName,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customVariables.customVarValue,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customDimensions,"ARRAY<STRUCT<index INT64, value STRING>>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customDimensions.index,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customDimensions.value,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customMetrics,"ARRAY<STRUCT<index INT64, value INT64>>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customMetrics.index,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.customMetrics.value,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.type,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social,"STRUCT<socialInteractionNetwork STRING, socialInteractionAction STRING, socialInteractions INT64, socialInteractionTarget STRING, socialNetwork STRING, uniqueSocialInteractions INT64, hasSocialSourceReferral STRING, socialInteractionNetworkAction STRING>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialInteractionNetwork,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialInteractionAction,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialInteractions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialInteractionTarget,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialNetwork,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.uniqueSocialInteractions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.hasSocialSourceReferral,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.social.socialInteractionNetworkAction,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking,"STRUCT<pageLoadSample INT64, pageLoadTime INT64, pageDownloadTime INT64, redirectionTime INT64, speedMetricsSample INT64, domainLookupTime INT64, serverConnectionTime INT64, serverResponseTime INT64, domLatencyMetricsSample INT64, domInteractiveTime INT64, domContentLoadedTime INT64, userTimingValue INT64, userTimingSample INT64, userTimingVariable STRING, userTimingCategory STRING, userTimingLabel STRING>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.pageLoadSample,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.pageLoadTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.pageDownloadTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.redirectionTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.speedMetricsSample,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.domainLookupTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.serverConnectionTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.serverResponseTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.domLatencyMetricsSample,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.domInteractiveTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.domContentLoadedTime,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.userTimingValue,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.userTimingSample,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.userTimingVariable,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.userTimingCategory,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.latencyTracking.userTimingLabel,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.sourcePropertyInfo,"STRUCT<sourcePropertyDisplayName STRING, sourcePropertyTrackingId STRING>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.sourcePropertyInfo.sourcePropertyDisplayName,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.sourcePropertyInfo.sourcePropertyTrackingId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup,"STRUCT<contentGroup1 STRING, contentGroup2 STRING, contentGroup3 STRING, contentGroup4 STRING, contentGroup5 STRING, previousContentGroup1 STRING, previousContentGroup2 STRING, previousContentGroup3 STRING, previousContentGroup4 STRING, previousContentGroup5 STRING, contentGroupUniqueViews1 INT64, contentGroupUniqueViews2 INT64, contentGroupUniqueViews3 INT64, contentGroupUniqueViews4 INT64, contentGroupUniqueViews5 INT64>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroup1,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroup2,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroup3,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroup4,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroup5,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.previousContentGroup1,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.previousContentGroup2,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.previousContentGroup3,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.previousContentGroup4,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.previousContentGroup5,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroupUniqueViews1,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroupUniqueViews2,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroupUniqueViews3,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroupUniqueViews4,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.contentGroup.contentGroupUniqueViews5,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.dataSource,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos,"ARRAY<STRUCT<dfpClicks INT64, dfpImpressions INT64, dfpMatchedQueries INT64, dfpMeasurableImpressions INT64, dfpQueries INT64, dfpRevenueCpm INT64, dfpRevenueCpc INT64, dfpViewableImpressions INT64, dfpPagesViewed INT64, adsenseBackfillDfpClicks INT64, adsenseBackfillDfpImpressions INT64, adsenseBackfillDfpMatchedQueries INT64, adsenseBackfillDfpMeasurableImpressions INT64, adsenseBackfillDfpQueries INT64, adsenseBackfillDfpRevenueCpm INT64, adsenseBackfillDfpRevenueCpc INT64, adsenseBackfillDfpViewableImpressions INT64, adsenseBackfillDfpPagesViewed INT64, adxBackfillDfpClicks INT64, adxBackfillDfpImpressions INT64, adxBackfillDfpMatchedQueries INT64, adxBackfillDfpMeasurableImpressions INT64, adxBackfillDfpQueries INT64, adxBackfillDfpRevenueCpm INT64, adxBackfillDfpRevenueCpc INT64, adxBackfillDfpViewableImpressions INT64, adxBackfillDfpPagesViewed INT64, adxClicks INT64, adxImpressions INT64, adxMatchedQueries INT64, adxMeasurableImpressions INT64, adxQueries INT64, adxRevenue INT64, adxViewableImpressions INT64, adxPagesViewed INT64, adsViewed INT64, adsUnitsViewed INT64, adsUnitsMatched INT64, viewableAdsViewed INT64, measurableAdsViewed INT64, adsPagesViewed INT64, adsClicked INT64, adsRevenue INT64, dfpAdGroup STRING, dfpAdUnits STRING, dfpNetworkId STRING>>",,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsenseBackfillDfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpRevenueCpm,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpRevenueCpc,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxBackfillDfpPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxClicks,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxMatchedQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxMeasurableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxQueries,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxRevenue,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxViewableImpressions,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adxPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsUnitsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsUnitsMatched,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.viewableAdsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.measurableAdsViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsPagesViewed,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsClicked,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.adsRevenue,INT64,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpAdGroup,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpAdUnits,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,hits,hits.publisher_infos.dfpNetworkId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,fullVisitorId,fullVisitorId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,userId,userId,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,channelGrouping,channelGrouping,STRING,,NULL,
bigquery-public-data,google_analytics_sample,ga_sessions_20170127,socialEngagementType,socialEngagementType,STRING,,NULL,
