store,name,address,city,zipcode,store_location,county_number
2652,Hy-vee Drug Store / Mason City,875  4TH ST SW,MASON CITY,50401,"875 4TH ST SW
MASON CITY 50401
(43.148271732000069, -93.214141825999945)",17
2653,Hy-vee Wine and Spirits / W,1004 W MADISON ST,WASHINGTON,52353,"1004 W MADISON ST
WASHINGTON 52353
(41.296593062000056, -91.704420096999968)",92
3403,Econ-o-mart/columb Junct,113 EAST WALNUT ST.,COLUMBUS JUNCTION,52738,"113 EAST WALNUT ST.
COLUMBUS JUNCTION 52738
(41.280163646000062, -91.358417312999961)",58
3562,Wal-Mart 0797 / W Burlington,324 WEST AGENCY RD,WEST BURLINGTON,52655,"324 WEST AGENCY RD
WEST BURLINGTON 52655
(40.813068006000037, -91.159015626999974)",29
3549,Quicker Liquor Store,1414 48TH ST,FORT MADISON,52627,"1414 48TH ST
FORT MADISON 52627
(40.624219157000027, -91.373164215999964)",56
3606,Scotty's Liquor Store,804 G AVE,GRUNDY CENTER,50638,"804 G AVE
GRUNDY CENTER 50638
(42.361482185000057, -92.774251328999981)",38
3591,Ackley Super Foods,526 MAIN ST,ACKLEY,50601,"526 MAIN ST
ACKLEY 50601
(42.55411259300007, -93.055288254999937)",94
3629,Wal-Mart 1965 / Council Bluffs,3200 MANAWA DR,COUNCIL BLUFFS,51503,"3200 MANAWA DR
COUNCIL BLUFFS 51503
(41.228111387000069, -95.847522193999964)",78
3707,Target Store T-1768 / Cedar Rapids,1030 BLAIRS FERRY RD NE,CEDAR RAPIDS,52402,"1030 BLAIRS FERRY RD NE
CEDAR RAPIDS 52402
(42.035228569000026, -91.650860675999979)",57
3740,Hometown Foods / Waterloo,1010 E MITCHELL AVE,WATERLOO,50702,"1010 E MITCHELL AVE
WATERLOO 50702
(42.476621641000065, -92.342699895999942)",7
3808,Thriftway,300  4TH ST,LA PORTE CITY,50651,"300 4TH ST
LA PORTE CITY 50651
(42.316217192000067, -92.190685228999939)",7
3790,Wal-Mart 0784 / Mt Pleasan,1045 N GRAND AVE,MT PLEASANT,52641,"1045 N GRAND AVE
MT PLEASANT 52641
(40.980256953000037, -91.539832561999958)",44
3803,Strawberry Foods and Deli,128 W MISSION,STRAWBERRY POINT,52076,"128 W MISSION
STRAWBERRY POINT 52076
(42.68357267600004, -91.535027391999961)",22
3806,Target Store T-1901 / Wdm,5405 MILLS CIVIC PKWY,WEST DES MOINES,50266,"5405 MILLS CIVIC PKWY
WEST DES MOINES 50266
(41.559257824000042, -93.779321076999963)",77
3833,Wal-Mart 3394 / Atlantic,1905 EAST 7TH ST,ATLANTIC,50022,"1905 EAST 7TH ST
ATLANTIC 50022
(41.403845149000063, -94.987239289999991)",15
3859,Wal-Mart 0750 / Independence,302 ENTERPRISE DR SW,INDEPENDENCE,50644,"302 ENTERPRISE DR SW
INDEPENDENCE 50644
(42.449892160000047, -91.893369906999965)",10
3868,Wal-Mart 3630 / Marion,5491 BUSINESS HWY 151,MARION,52302,"5491 BUSINESS HWY 151
MARION 52302
(42.040537134000033, -91.587246784999991)",57
4021,Wal-Mart 0985 / Fairfield,2701 W BURLINGTON AVE,FAIRFIELD,52556,"2701 W BURLINGTON AVE
FAIRFIELD 52556
(41.006402278000053, -91.994434833999946)",51
4019,Wal-Mart 1506 / Manchester,1220 WEST MAIN,MANCHESTER,52057,"1220 WEST MAIN
MANCHESTER 52057
(42.483831469000052, -91.477310902999989)",28
3976,North English Family Food,119 NORTH MAIN ST,NORTH ENGLISH,52316,"119 NORTH MAIN ST
NORTH ENGLISH 52316
(41.51522751300007, -92.076381386999969)",48
3899,Wal-Mart 3762 / WDM,6365 STAGECOACH DR,WEST DES MOINES,50266,"6365 STAGECOACH DR
WEST DES MOINES 50266
(41.558127436000063, -93.795560183999953)",77
3963,Tobacco Hut #14 / Council Bluffs,1925 W BROADWAY,COUNCIL BLUFFS,51501,"1925 W BROADWAY
COUNCIL BLUFFS 51501
(41.261873477000051, -95.873041331999957)",78
4051,Fareway Stores #639 / Maquoketa,110 WESTGATE DR,MAQUOKETA,52060,"110 WESTGATE DR
MAQUOKETA 52060
(42.068702324000071, -90.68066366499994)",49
4024,Wal-Mart 1546 / Iowa Falls,840 S OAK,IOWA FALLS,50126,"840 S OAK
IOWA FALLS 50126
(42.502959347000058, -93.262383255999964)",42
4090,Mcelroy's Food Market,135 MADISON ST,WINTHROP,50682,"135 MADISON ST
WINTHROP 50682
(42.473036893000028, -91.732490624999969)",10
2527,Hy-vee Food Store #5/des,1107 SE ARMY POST RD,DES MOINES,50315,"1107 SE ARMY POST RD
DES MOINES 50315
(41.526253016000055, -93.602251081999952)",77
3791,Pit Stop Liquor and Tobacco,111 E HARRISON ST,JEFFERSON,50129,"111 E HARRISON ST
JEFFERSON 50129
(42.01427317200006, -94.374150842999939)",37
4917,Kum & Go #115 / Perry,1115 IA HWY 141,PERRY,50220,"1115 IA HWY 141
PERRY 50220
(41.830222655000057, -94.105721032999952)",25
4368,Kum and Go #570 / Johnston,5800 NORTHGLEN DR,JOHNSTON,50131,"5800 NORTHGLEN DR
JOHNSTON 50131
(41.682702928000026, -93.698490811999989)",77
4406,KUM & GO #4020 / ANKENY,1910 SW WHITE BIRCH CIRCLE,ANKENY,50023,"1910 SW WHITE BIRCH CIRCLE
ANKENY 50023
(41.701918379000062, -93.626520441999958)",77
